"variable","field","suffix","fieldid","instance","index","category"
"whole_body_fatfree_mass_f23101_1_0","whole_body_fatfree_mass","23101_1_0","23101","1","0","Anthropometry"
"whole_body_fatfree_mass_f23101_2_0","whole_body_fatfree_mass","23101_2_0","23101","2","0","Anthropometry"
"whole_body_fatfree_mass_f23101_3_0","whole_body_fatfree_mass","23101_3_0","23101","3","0","Anthropometry"
"whole_body_water_mass_f23102_0_0","whole_body_water_mass","23102_0_0","23102","0","0","Anthropometry"
"whole_body_water_mass_f23102_1_0","whole_body_water_mass","23102_1_0","23102","1","0","Anthropometry"
"whole_body_water_mass_f23102_2_0","whole_body_water_mass","23102_2_0","23102","2","0","Anthropometry"
"whole_body_water_mass_f23102_3_0","whole_body_water_mass","23102_3_0","23102","3","0","Anthropometry"
"body_mass_index_bmi_f23104_0_0","body_mass_index_bmi","23104_0_0","23104","0","0","Anthropometry"
"body_mass_index_bmi_f23104_1_0","body_mass_index_bmi","23104_1_0","23104","1","0","Anthropometry"
"body_mass_index_bmi_f23104_2_0","body_mass_index_bmi","23104_2_0","23104","2","0","Anthropometry"
"body_mass_index_bmi_f23104_3_0","body_mass_index_bmi","23104_3_0","23104","3","0","Anthropometry"
"leg_fat_percentage_right_f23111_0_0","leg_fat_percentage_right","23111_0_0","23111","0","0","Anthropometry"
"leg_fat_percentage_right_f23111_1_0","leg_fat_percentage_right","23111_1_0","23111","1","0","Anthropometry"
"leg_fat_percentage_right_f23111_2_0","leg_fat_percentage_right","23111_2_0","23111","2","0","Anthropometry"
"leg_fat_percentage_right_f23111_3_0","leg_fat_percentage_right","23111_3_0","23111","3","0","Anthropometry"
"leg_fat_mass_right_f23112_0_0","leg_fat_mass_right","23112_0_0","23112","0","0","Anthropometry"
"leg_fat_mass_right_f23112_1_0","leg_fat_mass_right","23112_1_0","23112","1","0","Anthropometry"
"leg_fat_mass_right_f23112_2_0","leg_fat_mass_right","23112_2_0","23112","2","0","Anthropometry"
"leg_fat_mass_right_f23112_3_0","leg_fat_mass_right","23112_3_0","23112","3","0","Anthropometry"
"leg_fatfree_mass_right_f23113_0_0","leg_fatfree_mass_right","23113_0_0","23113","0","0","Anthropometry"
"leg_fatfree_mass_right_f23113_1_0","leg_fatfree_mass_right","23113_1_0","23113","1","0","Anthropometry"
"leg_fatfree_mass_right_f23113_2_0","leg_fatfree_mass_right","23113_2_0","23113","2","0","Anthropometry"
"leg_fatfree_mass_right_f23113_3_0","leg_fatfree_mass_right","23113_3_0","23113","3","0","Anthropometry"
"leg_predicted_mass_right_f23114_0_0","leg_predicted_mass_right","23114_0_0","23114","0","0","Anthropometry"
"leg_predicted_mass_right_f23114_1_0","leg_predicted_mass_right","23114_1_0","23114","1","0","Anthropometry"
"leg_predicted_mass_right_f23114_2_0","leg_predicted_mass_right","23114_2_0","23114","2","0","Anthropometry"
"leg_predicted_mass_right_f23114_3_0","leg_predicted_mass_right","23114_3_0","23114","3","0","Anthropometry"
"leg_fat_percentage_left_f23115_0_0","leg_fat_percentage_left","23115_0_0","23115","0","0","Anthropometry"
"leg_fat_percentage_left_f23115_1_0","leg_fat_percentage_left","23115_1_0","23115","1","0","Anthropometry"
"leg_fat_percentage_left_f23115_2_0","leg_fat_percentage_left","23115_2_0","23115","2","0","Anthropometry"
"leg_fat_percentage_left_f23115_3_0","leg_fat_percentage_left","23115_3_0","23115","3","0","Anthropometry"
"leg_fat_mass_left_f23116_0_0","leg_fat_mass_left","23116_0_0","23116","0","0","Anthropometry"
"leg_fat_mass_left_f23116_1_0","leg_fat_mass_left","23116_1_0","23116","1","0","Anthropometry"
"leg_fat_mass_left_f23116_2_0","leg_fat_mass_left","23116_2_0","23116","2","0","Anthropometry"
"leg_fat_mass_left_f23116_3_0","leg_fat_mass_left","23116_3_0","23116","3","0","Anthropometry"
"leg_fatfree_mass_left_f23117_0_0","leg_fatfree_mass_left","23117_0_0","23117","0","0","Anthropometry"
"leg_fatfree_mass_left_f23117_1_0","leg_fatfree_mass_left","23117_1_0","23117","1","0","Anthropometry"
"leg_fatfree_mass_left_f23117_2_0","leg_fatfree_mass_left","23117_2_0","23117","2","0","Anthropometry"
"leg_fatfree_mass_left_f23117_3_0","leg_fatfree_mass_left","23117_3_0","23117","3","0","Anthropometry"
"leg_predicted_mass_left_f23118_0_0","leg_predicted_mass_left","23118_0_0","23118","0","0","Anthropometry"
"leg_predicted_mass_left_f23118_1_0","leg_predicted_mass_left","23118_1_0","23118","1","0","Anthropometry"
"leg_predicted_mass_left_f23118_2_0","leg_predicted_mass_left","23118_2_0","23118","2","0","Anthropometry"
"leg_predicted_mass_left_f23118_3_0","leg_predicted_mass_left","23118_3_0","23118","3","0","Anthropometry"
"arm_fat_percentage_right_f23119_0_0","arm_fat_percentage_right","23119_0_0","23119","0","0","Anthropometry"
"arm_fat_percentage_right_f23119_1_0","arm_fat_percentage_right","23119_1_0","23119","1","0","Anthropometry"
"arm_fat_percentage_right_f23119_2_0","arm_fat_percentage_right","23119_2_0","23119","2","0","Anthropometry"
"arm_fat_percentage_right_f23119_3_0","arm_fat_percentage_right","23119_3_0","23119","3","0","Anthropometry"
"arm_fat_mass_right_f23120_0_0","arm_fat_mass_right","23120_0_0","23120","0","0","Anthropometry"
"arm_fat_mass_right_f23120_1_0","arm_fat_mass_right","23120_1_0","23120","1","0","Anthropometry"
"arm_fat_mass_right_f23120_2_0","arm_fat_mass_right","23120_2_0","23120","2","0","Anthropometry"
"arm_fat_mass_right_f23120_3_0","arm_fat_mass_right","23120_3_0","23120","3","0","Anthropometry"
"arm_fatfree_mass_right_f23121_0_0","arm_fatfree_mass_right","23121_0_0","23121","0","0","Anthropometry"
"arm_fatfree_mass_right_f23121_1_0","arm_fatfree_mass_right","23121_1_0","23121","1","0","Anthropometry"
"arm_fatfree_mass_right_f23121_2_0","arm_fatfree_mass_right","23121_2_0","23121","2","0","Anthropometry"
"arm_fatfree_mass_right_f23121_3_0","arm_fatfree_mass_right","23121_3_0","23121","3","0","Anthropometry"
"arm_predicted_mass_right_f23122_0_0","arm_predicted_mass_right","23122_0_0","23122","0","0","Anthropometry"
"arm_predicted_mass_right_f23122_1_0","arm_predicted_mass_right","23122_1_0","23122","1","0","Anthropometry"
"arm_predicted_mass_right_f23122_2_0","arm_predicted_mass_right","23122_2_0","23122","2","0","Anthropometry"
"arm_predicted_mass_right_f23122_3_0","arm_predicted_mass_right","23122_3_0","23122","3","0","Anthropometry"
"arm_fat_percentage_left_f23123_0_0","arm_fat_percentage_left","23123_0_0","23123","0","0","Anthropometry"
"arm_fat_percentage_left_f23123_1_0","arm_fat_percentage_left","23123_1_0","23123","1","0","Anthropometry"
"arm_fat_percentage_left_f23123_2_0","arm_fat_percentage_left","23123_2_0","23123","2","0","Anthropometry"
"arm_fat_percentage_left_f23123_3_0","arm_fat_percentage_left","23123_3_0","23123","3","0","Anthropometry"
"arm_fat_mass_left_f23124_0_0","arm_fat_mass_left","23124_0_0","23124","0","0","Anthropometry"
"arm_fat_mass_left_f23124_1_0","arm_fat_mass_left","23124_1_0","23124","1","0","Anthropometry"
"arm_fat_mass_left_f23124_2_0","arm_fat_mass_left","23124_2_0","23124","2","0","Anthropometry"
"arm_fat_mass_left_f23124_3_0","arm_fat_mass_left","23124_3_0","23124","3","0","Anthropometry"
"arm_fatfree_mass_left_f23125_0_0","arm_fatfree_mass_left","23125_0_0","23125","0","0","Anthropometry"
"arm_fatfree_mass_left_f23125_1_0","arm_fatfree_mass_left","23125_1_0","23125","1","0","Anthropometry"
"arm_fatfree_mass_left_f23125_2_0","arm_fatfree_mass_left","23125_2_0","23125","2","0","Anthropometry"
"arm_fatfree_mass_left_f23125_3_0","arm_fatfree_mass_left","23125_3_0","23125","3","0","Anthropometry"
"arm_predicted_mass_left_f23126_0_0","arm_predicted_mass_left","23126_0_0","23126","0","0","Anthropometry"
"arm_predicted_mass_left_f23126_1_0","arm_predicted_mass_left","23126_1_0","23126","1","0","Anthropometry"
"arm_predicted_mass_left_f23126_2_0","arm_predicted_mass_left","23126_2_0","23126","2","0","Anthropometry"
"arm_predicted_mass_left_f23126_3_0","arm_predicted_mass_left","23126_3_0","23126","3","0","Anthropometry"
"trunk_fat_percentage_f23127_0_0","trunk_fat_percentage","23127_0_0","23127","0","0","Anthropometry"
"trunk_fat_percentage_f23127_1_0","trunk_fat_percentage","23127_1_0","23127","1","0","Anthropometry"
"trunk_fat_percentage_f23127_2_0","trunk_fat_percentage","23127_2_0","23127","2","0","Anthropometry"
"trunk_fat_percentage_f23127_3_0","trunk_fat_percentage","23127_3_0","23127","3","0","Anthropometry"
"trunk_fat_mass_f23128_0_0","trunk_fat_mass","23128_0_0","23128","0","0","Anthropometry"
"trunk_fat_mass_f23128_1_0","trunk_fat_mass","23128_1_0","23128","1","0","Anthropometry"
"trunk_fat_mass_f23128_2_0","trunk_fat_mass","23128_2_0","23128","2","0","Anthropometry"
"trunk_fat_mass_f23128_3_0","trunk_fat_mass","23128_3_0","23128","3","0","Anthropometry"
"trunk_fatfree_mass_f23129_0_0","trunk_fatfree_mass","23129_0_0","23129","0","0","Anthropometry"
"trunk_fatfree_mass_f23129_1_0","trunk_fatfree_mass","23129_1_0","23129","1","0","Anthropometry"
"trunk_fatfree_mass_f23129_2_0","trunk_fatfree_mass","23129_2_0","23129","2","0","Anthropometry"
"trunk_fatfree_mass_f23129_3_0","trunk_fatfree_mass","23129_3_0","23129","3","0","Anthropometry"
"trunk_predicted_mass_f23130_0_0","trunk_predicted_mass","23130_0_0","23130","0","0","Anthropometry"
"trunk_predicted_mass_f23130_1_0","trunk_predicted_mass","23130_1_0","23130","1","0","Anthropometry"
"trunk_predicted_mass_f23130_2_0","trunk_predicted_mass","23130_2_0","23130","2","0","Anthropometry"
"trunk_predicted_mass_f23130_3_0","trunk_predicted_mass","23130_3_0","23130","3","0","Anthropometry"
"date_of_all_cause_parkinsonism_report_f42030_0_0","date_of_all_cause_parkinsonism_report","42030_0_0","42030","0","0","Medical"
"source_of_all_cause_parkinsonism_report_f42031_0_0","source_of_all_cause_parkinsonism_report","42031_0_0","42031","0","0","Medical"
"date_of_parkinsons_disease_report_f42032_0_0","date_of_parkinsons_disease_report","42032_0_0","42032","0","0","Medical"
"source_of_parkinsons_disease_report_f42033_0_0","source_of_parkinsons_disease_report","42033_0_0","42033","0","0","Medical"
"date_of_progressive_supranuclear_palsy_report_f42034_0_0","date_of_progressive_supranuclear_palsy_report","42034_0_0","42034","0","0","Medical"
"source_of_progressive_supranuclear_palsy_report_f42035_0_0","source_of_progressive_supranuclear_palsy_report","42035_0_0","42035","0","0","Medical"
"date_of_multiple_system_atrophy_report_f42036_0_0","date_of_multiple_system_atrophy_report","42036_0_0","42036","0","0","Medical"
"source_of_multiple_system_atrophy_report_f42037_0_0","source_of_multiple_system_atrophy_report","42037_0_0","42037","0","0","Medical"
"acceleration_data_cwa_format_f90001_0_0","acceleration_data_cwa_format","90001_0_0","90001","0","0","Actigraphy"
"acceleration_data_cwa_format_f90001_1_0","acceleration_data_cwa_format","90001_1_0","90001","1","0","Actigraphy"
"acceleration_data_cwa_format_f90001_2_0","acceleration_data_cwa_format","90001_2_0","90001","2","0","Actigraphy"
"acceleration_data_cwa_format_f90001_3_0","acceleration_data_cwa_format","90001_3_0","90001","3","0","Actigraphy"
"acceleration_data_cwa_format_f90001_4_0","acceleration_data_cwa_format","90001_4_0","90001","4","0","Actigraphy"
"data_problem_indicator_f90002_0_0","data_problem_indicator","90002_0_0","90002","0","0","Actigraphy"
"start_of_requested_wear_period_f90003_0_0","start_of_requested_wear_period","90003_0_0","90003","0","0","Actigraphy"
"acceleration_intensity_timeseries_f90004_0_0","acceleration_intensity_timeseries","90004_0_0","90004","0","0","Actigraphy"
"start_time_of_wear_f90010_0_0","start_time_of_wear","90010_0_0","90010","0","0","Actigraphy"
"end_time_of_wear_f90011_0_0","end_time_of_wear","90011_0_0","90011","0","0","Actigraphy"
"overall_acceleration_average_f90012_0_0","overall_acceleration_average","90012_0_0","90012","0","0","Actigraphy"
"standard_deviation_of_acceleration_f90013_0_0","standard_deviation_of_acceleration","90013_0_0","90013","0","0","Actigraphy"
"data_quality_good_wear_time_f90015_0_0","data_quality_good_wear_time","90015_0_0","90015","0","0","Actigraphy"
"data_quality_good_calibration_f90016_0_0","data_quality_good_calibration","90016_0_0","90016","0","0","Actigraphy"
"data_quality_calibrated_on_own_data_f90017_0_0","data_quality_calibrated_on_own_data","90017_0_0","90017","0","0","Actigraphy"
"daylight_savings_crossover_f90018_0_0","daylight_savings_crossover","90018_0_0","90018","0","0","Actigraphy"
"monday_average_acceleration_f90019_0_0","monday_average_acceleration","90019_0_0","90019","0","0","Actigraphy"
"tuesday_average_acceleration_f90020_0_0","tuesday_average_acceleration","90020_0_0","90020","0","0","Actigraphy"
"wednesday_average_acceleration_f90021_0_0","wednesday_average_acceleration","90021_0_0","90021","0","0","Actigraphy"
"thursday_average_acceleration_f90022_0_0","thursday_average_acceleration","90022_0_0","90022","0","0","Actigraphy"
"friday_average_acceleration_f90023_0_0","friday_average_acceleration","90023_0_0","90023","0","0","Actigraphy"
"saturday_average_acceleration_f90024_0_0","saturday_average_acceleration","90024_0_0","90024","0","0","Actigraphy"
"sunday_average_acceleration_f90025_0_0","sunday_average_acceleration","90025_0_0","90025","0","0","Actigraphy"
"first_weekday_of_wear_f90026_0_0","first_weekday_of_wear","90026_0_0","90026","0","0","Actigraphy"
"average_acceleration_0000_0059_f90027_0_0","average_acceleration_0000_0059","90027_0_0","90027","0","0","Actigraphy"
"average_acceleration_0100_0159_f90028_0_0","average_acceleration_0100_0159","90028_0_0","90028","0","0","Actigraphy"
"average_acceleration_0200_0259_f90029_0_0","average_acceleration_0200_0259","90029_0_0","90029","0","0","Actigraphy"
"average_acceleration_0300_0359_f90030_0_0","average_acceleration_0300_0359","90030_0_0","90030","0","0","Actigraphy"
"average_acceleration_0400_0459_f90031_0_0","average_acceleration_0400_0459","90031_0_0","90031","0","0","Actigraphy"
"average_acceleration_0500_0559_f90032_0_0","average_acceleration_0500_0559","90032_0_0","90032","0","0","Actigraphy"
"average_acceleration_0600_0659_f90033_0_0","average_acceleration_0600_0659","90033_0_0","90033","0","0","Actigraphy"
"average_acceleration_0700_0759_f90034_0_0","average_acceleration_0700_0759","90034_0_0","90034","0","0","Actigraphy"
"average_acceleration_0800_0859_f90035_0_0","average_acceleration_0800_0859","90035_0_0","90035","0","0","Actigraphy"
"average_acceleration_0900_0959_f90036_0_0","average_acceleration_0900_0959","90036_0_0","90036","0","0","Actigraphy"
"average_acceleration_1000_1059_f90037_0_0","average_acceleration_1000_1059","90037_0_0","90037","0","0","Actigraphy"
"average_acceleration_1100_1159_f90038_0_0","average_acceleration_1100_1159","90038_0_0","90038","0","0","Actigraphy"
"average_acceleration_1200_1259_f90039_0_0","average_acceleration_1200_1259","90039_0_0","90039","0","0","Actigraphy"
"average_acceleration_1300_1359_f90040_0_0","average_acceleration_1300_1359","90040_0_0","90040","0","0","Actigraphy"
"average_acceleration_1400_1459_f90041_0_0","average_acceleration_1400_1459","90041_0_0","90041","0","0","Actigraphy"
"average_acceleration_1500_1559_f90042_0_0","average_acceleration_1500_1559","90042_0_0","90042","0","0","Actigraphy"
"average_acceleration_1600_1659_f90043_0_0","average_acceleration_1600_1659","90043_0_0","90043","0","0","Actigraphy"
"average_acceleration_1700_1759_f90044_0_0","average_acceleration_1700_1759","90044_0_0","90044","0","0","Actigraphy"
"average_acceleration_1800_1859_f90045_0_0","average_acceleration_1800_1859","90045_0_0","90045","0","0","Actigraphy"
"average_acceleration_1900_1959_f90046_0_0","average_acceleration_1900_1959","90046_0_0","90046","0","0","Actigraphy"
"average_acceleration_2000_2059_f90047_0_0","average_acceleration_2000_2059","90047_0_0","90047","0","0","Actigraphy"
"average_acceleration_2100_2159_f90048_0_0","average_acceleration_2100_2159","90048_0_0","90048","0","0","Actigraphy"
"average_acceleration_2200_2259_f90049_0_0","average_acceleration_2200_2259","90049_0_0","90049","0","0","Actigraphy"
"average_acceleration_2300_2359_f90050_0_0","average_acceleration_2300_2359","90050_0_0","90050","0","0","Actigraphy"
"wear_duration_overall_f90051_0_0","wear_duration_overall","90051_0_0","90051","0","0","Actigraphy"
"non_wear_duration_overall_f90052_0_0","non_wear_duration_overall","90052_0_0","90052","0","0","Actigraphy"
"wear_duration_during_monday_f90053_0_0","wear_duration_during_monday","90053_0_0","90053","0","0","Actigraphy"
"wear_duration_during_tuesday_f90054_0_0","wear_duration_during_tuesday","90054_0_0","90054","0","0","Actigraphy"
"wear_duration_during_wednesday_f90055_0_0","wear_duration_during_wednesday","90055_0_0","90055","0","0","Actigraphy"
"wear_duration_during_thursday_f90056_0_0","wear_duration_during_thursday","90056_0_0","90056","0","0","Actigraphy"
"wear_duration_during_friday_f90057_0_0","wear_duration_during_friday","90057_0_0","90057","0","0","Actigraphy"
"wear_duration_during_saturday_f90058_0_0","wear_duration_during_saturday","90058_0_0","90058","0","0","Actigraphy"
"wear_duration_during_sunday_f90059_0_0","wear_duration_during_sunday","90059_0_0","90059","0","0","Actigraphy"
"wear_duration_during_0000_0059_f90060_0_0","wear_duration_during_0000_0059","90060_0_0","90060","0","0","Actigraphy"
"wear_duration_during_0100_0159_f90061_0_0","wear_duration_during_0100_0159","90061_0_0","90061","0","0","Actigraphy"
"wear_duration_during_0200_0259_f90062_0_0","wear_duration_during_0200_0259","90062_0_0","90062","0","0","Actigraphy"
"wear_duration_during_0300_0359_f90063_0_0","wear_duration_during_0300_0359","90063_0_0","90063","0","0","Actigraphy"
"wear_duration_during_0400_0459_f90064_0_0","wear_duration_during_0400_0459","90064_0_0","90064","0","0","Actigraphy"
"wear_duration_during_0500_0559_f90065_0_0","wear_duration_during_0500_0559","90065_0_0","90065","0","0","Actigraphy"
"wear_duration_during_0600_0659_f90066_0_0","wear_duration_during_0600_0659","90066_0_0","90066","0","0","Actigraphy"
"wear_duration_during_0700_0759_f90067_0_0","wear_duration_during_0700_0759","90067_0_0","90067","0","0","Actigraphy"
"wear_duration_during_0800_0859_f90068_0_0","wear_duration_during_0800_0859","90068_0_0","90068","0","0","Actigraphy"
"wear_duration_during_0900_0959_f90069_0_0","wear_duration_during_0900_0959","90069_0_0","90069","0","0","Actigraphy"
"wear_duration_during_1000_1059_f90070_0_0","wear_duration_during_1000_1059","90070_0_0","90070","0","0","Actigraphy"
"wear_duration_during_1100_1159_f90071_0_0","wear_duration_during_1100_1159","90071_0_0","90071","0","0","Actigraphy"
"wear_duration_during_1200_1259_f90072_0_0","wear_duration_during_1200_1259","90072_0_0","90072","0","0","Actigraphy"
"wear_duration_during_1300_1359_f90073_0_0","wear_duration_during_1300_1359","90073_0_0","90073","0","0","Actigraphy"
"wear_duration_during_1400_1459_f90074_0_0","wear_duration_during_1400_1459","90074_0_0","90074","0","0","Actigraphy"
"wear_duration_during_1500_1559_f90075_0_0","wear_duration_during_1500_1559","90075_0_0","90075","0","0","Actigraphy"
"wear_duration_during_1600_1659_f90076_0_0","wear_duration_during_1600_1659","90076_0_0","90076","0","0","Actigraphy"
"wear_duration_during_1700_1759_f90077_0_0","wear_duration_during_1700_1759","90077_0_0","90077","0","0","Actigraphy"
"wear_duration_during_1800_1859_f90078_0_0","wear_duration_during_1800_1859","90078_0_0","90078","0","0","Actigraphy"
"wear_duration_during_1900_1959_f90079_0_0","wear_duration_during_1900_1959","90079_0_0","90079","0","0","Actigraphy"
"wear_duration_during_2000_2059_f90080_0_0","wear_duration_during_2000_2059","90080_0_0","90080","0","0","Actigraphy"
"wear_duration_during_2100_2159_f90081_0_0","wear_duration_during_2100_2159","90081_0_0","90081","0","0","Actigraphy"
"wear_duration_during_2200_2259_f90082_0_0","wear_duration_during_2200_2259","90082_0_0","90082","0","0","Actigraphy"
"wear_duration_during_2300_2359_f90083_0_0","wear_duration_during_2300_2359","90083_0_0","90083","0","0","Actigraphy"
"unique_hours_of_wear_in_a_24_hour_cycle_scattered_over_multiple_days_f90084_0_0","unique_hours_of_wear_in_a_24_hour_cycle_scattered_over_multiple_days","90084_0_0","90084","0","0","Actigraphy"
"unique_minutes_of_wear_in_a_24_hour_cycle_scattered_over_multiple_days_f90085_0_0","unique_minutes_of_wear_in_a_24_hour_cycle_scattered_over_multiple_days","90085_0_0","90085","0","0","Actigraphy"
"non_wear_episodes_over_1_hour_duration_f90086_0_0","non_wear_episodes_over_1_hour_duration","90086_0_0","90086","0","0","Actigraphy"
"nowear_time_bias_adjusted_average_acceleration_f90087_0_0","nowear_time_bias_adjusted_average_acceleration","90087_0_0","90087","0","0","Actigraphy"
"nowear_time_bias_adjusted_acceleration_standard_deviation_f90088_0_0","nowear_time_bias_adjusted_acceleration_standard_deviation","90088_0_0","90088","0","0","Actigraphy"
"nowear_time_bias_adjusted_acceleration_median_f90089_0_0","nowear_time_bias_adjusted_acceleration_median","90089_0_0","90089","0","0","Actigraphy"
"nowear_time_bias_adjusted_acceleration_minimum_f90090_0_0","nowear_time_bias_adjusted_acceleration_minimum","90090_0_0","90090","0","0","Actigraphy"
"nowear_time_bias_adjusted_acceleration_maximum_f90091_0_0","nowear_time_bias_adjusted_acceleration_maximum","90091_0_0","90091","0","0","Actigraphy"
"fraction_acceleration_1_milligravities_f90092_0_0","fraction_acceleration_1_milligravities","90092_0_0","90092","0","0","Actigraphy"
"fraction_acceleration_2_milligravities_f90093_0_0","fraction_acceleration_2_milligravities","90093_0_0","90093","0","0","Actigraphy"
"fraction_acceleration_3_milligravities_f90094_0_0","fraction_acceleration_3_milligravities","90094_0_0","90094","0","0","Actigraphy"
"fraction_acceleration_4_milligravities_f90095_0_0","fraction_acceleration_4_milligravities","90095_0_0","90095","0","0","Actigraphy"
"fraction_acceleration_5_milligravities_f90096_0_0","fraction_acceleration_5_milligravities","90096_0_0","90096","0","0","Actigraphy"
"fraction_acceleration_6_milligravities_f90097_0_0","fraction_acceleration_6_milligravities","90097_0_0","90097","0","0","Actigraphy"
"fraction_acceleration_7_milligravities_f90098_0_0","fraction_acceleration_7_milligravities","90098_0_0","90098","0","0","Actigraphy"
"fraction_acceleration_8_milligravities_f90099_0_0","fraction_acceleration_8_milligravities","90099_0_0","90099","0","0","Actigraphy"
"fraction_acceleration_9_milligravities_f90100_0_0","fraction_acceleration_9_milligravities","90100_0_0","90100","0","0","Actigraphy"
"fraction_acceleration_10_milligravities_f90101_0_0","fraction_acceleration_10_milligravities","90101_0_0","90101","0","0","Actigraphy"
"fraction_acceleration_11_milligravities_f90102_0_0","fraction_acceleration_11_milligravities","90102_0_0","90102","0","0","Actigraphy"
"fraction_acceleration_12_milligravities_f90103_0_0","fraction_acceleration_12_milligravities","90103_0_0","90103","0","0","Actigraphy"
"fraction_acceleration_13_milligravities_f90104_0_0","fraction_acceleration_13_milligravities","90104_0_0","90104","0","0","Actigraphy"
"fraction_acceleration_14_milligravities_f90105_0_0","fraction_acceleration_14_milligravities","90105_0_0","90105","0","0","Actigraphy"
"fraction_acceleration_15_milligravities_f90106_0_0","fraction_acceleration_15_milligravities","90106_0_0","90106","0","0","Actigraphy"
"fraction_acceleration_16_milligravities_f90107_0_0","fraction_acceleration_16_milligravities","90107_0_0","90107","0","0","Actigraphy"
"fraction_acceleration_17_milligravities_f90108_0_0","fraction_acceleration_17_milligravities","90108_0_0","90108","0","0","Actigraphy"
"fraction_acceleration_18_milligravities_f90109_0_0","fraction_acceleration_18_milligravities","90109_0_0","90109","0","0","Actigraphy"
"fraction_acceleration_19_milligravities_f90110_0_0","fraction_acceleration_19_milligravities","90110_0_0","90110","0","0","Actigraphy"
"fraction_acceleration_20_milligravities_f90111_0_0","fraction_acceleration_20_milligravities","90111_0_0","90111","0","0","Actigraphy"
"fraction_acceleration_25_milligravities_f90112_0_0","fraction_acceleration_25_milligravities","90112_0_0","90112","0","0","Actigraphy"
"fraction_acceleration_30_milligravities_f90113_0_0","fraction_acceleration_30_milligravities","90113_0_0","90113","0","0","Actigraphy"
"fraction_acceleration_35_milligravities_f90114_0_0","fraction_acceleration_35_milligravities","90114_0_0","90114","0","0","Actigraphy"
"fraction_acceleration_40_milligravities_f90115_0_0","fraction_acceleration_40_milligravities","90115_0_0","90115","0","0","Actigraphy"
"fraction_acceleration_45_milligravities_f90116_0_0","fraction_acceleration_45_milligravities","90116_0_0","90116","0","0","Actigraphy"
"fraction_acceleration_50_milligravities_f90117_0_0","fraction_acceleration_50_milligravities","90117_0_0","90117","0","0","Actigraphy"
"fraction_acceleration_55_milligravities_f90118_0_0","fraction_acceleration_55_milligravities","90118_0_0","90118","0","0","Actigraphy"
"fraction_acceleration_60_milligravities_f90119_0_0","fraction_acceleration_60_milligravities","90119_0_0","90119","0","0","Actigraphy"
"fraction_acceleration_65_milligravities_f90120_0_0","fraction_acceleration_65_milligravities","90120_0_0","90120","0","0","Actigraphy"
"fraction_acceleration_70_milligravities_f90121_0_0","fraction_acceleration_70_milligravities","90121_0_0","90121","0","0","Actigraphy"
"fraction_acceleration_75_milligravities_f90122_0_0","fraction_acceleration_75_milligravities","90122_0_0","90122","0","0","Actigraphy"
"fraction_acceleration_80_milligravities_f90123_0_0","fraction_acceleration_80_milligravities","90123_0_0","90123","0","0","Actigraphy"
"fraction_acceleration_85_milligravities_f90124_0_0","fraction_acceleration_85_milligravities","90124_0_0","90124","0","0","Actigraphy"
"fraction_acceleration_90_milligravities_f90125_0_0","fraction_acceleration_90_milligravities","90125_0_0","90125","0","0","Actigraphy"
"fraction_acceleration_95_milligravities_f90126_0_0","fraction_acceleration_95_milligravities","90126_0_0","90126","0","0","Actigraphy"
"fraction_acceleration_100_milligravities_f90127_0_0","fraction_acceleration_100_milligravities","90127_0_0","90127","0","0","Actigraphy"
"fraction_acceleration_125_milligravities_f90128_0_0","fraction_acceleration_125_milligravities","90128_0_0","90128","0","0","Actigraphy"
"fraction_acceleration_150_milligravities_f90129_0_0","fraction_acceleration_150_milligravities","90129_0_0","90129","0","0","Actigraphy"
"fraction_acceleration_175_milligravities_f90130_0_0","fraction_acceleration_175_milligravities","90130_0_0","90130","0","0","Actigraphy"
"fraction_acceleration_200_milligravities_f90131_0_0","fraction_acceleration_200_milligravities","90131_0_0","90131","0","0","Actigraphy"
"fraction_acceleration_225_milligravities_f90132_0_0","fraction_acceleration_225_milligravities","90132_0_0","90132","0","0","Actigraphy"
"fraction_acceleration_250_milligravities_f90133_0_0","fraction_acceleration_250_milligravities","90133_0_0","90133","0","0","Actigraphy"
"fraction_acceleration_275_milligravities_f90134_0_0","fraction_acceleration_275_milligravities","90134_0_0","90134","0","0","Actigraphy"
"fraction_acceleration_300_milligravities_f90135_0_0","fraction_acceleration_300_milligravities","90135_0_0","90135","0","0","Actigraphy"
"fraction_acceleration_325_milligravities_f90136_0_0","fraction_acceleration_325_milligravities","90136_0_0","90136","0","0","Actigraphy"
"fraction_acceleration_350_milligravities_f90137_0_0","fraction_acceleration_350_milligravities","90137_0_0","90137","0","0","Actigraphy"
"fraction_acceleration_375_milligravities_f90138_0_0","fraction_acceleration_375_milligravities","90138_0_0","90138","0","0","Actigraphy"
"fraction_acceleration_400_milligravities_f90139_0_0","fraction_acceleration_400_milligravities","90139_0_0","90139","0","0","Actigraphy"
"fraction_acceleration_425_milligravities_f90140_0_0","fraction_acceleration_425_milligravities","90140_0_0","90140","0","0","Actigraphy"
"fraction_acceleration_450_milligravities_f90141_0_0","fraction_acceleration_450_milligravities","90141_0_0","90141","0","0","Actigraphy"
"fraction_acceleration_475_milligravities_f90142_0_0","fraction_acceleration_475_milligravities","90142_0_0","90142","0","0","Actigraphy"
"fraction_acceleration_500_milligravities_f90143_0_0","fraction_acceleration_500_milligravities","90143_0_0","90143","0","0","Actigraphy"
